time,rate,back_rate
899.7999999970198,0.0027783951989422987,0.0011113580795769195
35236.52499964833,0.006876396768117006,0.0022921322560390017
70470.02499991655,0.008046670689960662,0.0005747621921400473
105239.97500000894,0.009445756355049312,0.0005556327267676066
139821.9749996662,0.010997470581742164,0.0
174809.84999993443,0.005173603127129078,0.000574844791903231
209013.5499995947,0.0018288222384883876,0.0018288222384883876
244379.94999967515,0.007778209900524273,0.0005555864214660195
279150.0499999523,0.008046901942765824,0.0017243361305926768
313741.5249995887,0.005291605246212866,0.0
348690.0499996841,0.008046901942765824,0.0011495574203951179
382794.9999999702,0.014293882217923395,0.0
418260.0499994159,0.00722342612656469,0.0005556481635818993
453029.999999702,0.00632220242540509,0.0
487572.0999997854,0.011908306043386076,0.0014885382554232596
522570.0249994397,0.009772642350049798,0.0005748613147088116
522570.0249994397,0.0034485731528402837,0.0011495243842800946
556545.0749995261,0.0047698545193015475,0.0
592109.9999998063,0.00632220242540509,0.0
626882.4999998808,0.008358707982536377,0.0017911517105435094
661392.9999999702,0.007430524594970591,0.0007430524594970591
696389.9499996006,0.014369467754938973,0.0
730329.424999699,0.007212405336869893,0.0
765899.9749997854,0.010000277785477484,0.0
801108.9999994338,0.015082956259322542,0.002320454809126545
835209.1499995291,0.012709330143455719,0.002990430621989581
870179.9999995977,0.0077786420712897385,0.0
904949.9249998778,0.0011495243842899398,0.0
939689.9749999642,0.012645495042391148,0.0
974898.8499994278,0.016217564870078596,0.0
1008992.9749995172,0.010102103402178937,0.0
1043939.9249995798,0.010001389081816919,0.0011112654535352132
1078709.9499998689,0.0034484740502209585,0.0011494913500736529
1113449.7249999642,0.018396619621113094,0.0005748943631597842
1148679.974999398,0.013163957085654834,0.0013163957085654833
1182802.4749994874,0.012121620256549968,0.0013468466951722187
1217700.0249995887,0.009445231547026449,0.0005556018557074381
1252469.949999854,0.0034484740502209585,0.0
1287209.9499999434,0.01781711592614162,0.0005747456750368264
1322438.949999392,0.023628248884314015,0.001312680493573001
1356689.9999994785,0.008621185125552397,0.0005747456750368264
1391465.9499995708,0.011746280344577137,0.0011186933661502035
1426230.049999833,0.0028738935509877946,0.0
1460969.9249999225,0.009770957266464488,0.0011495243842899398
1496165.050000012,0.012051096649838413,0.0012051096649838412
1530479.9749994576,0.016112453815515706,0.0011112037114148763
1565260.049999565,0.01569949994188091,0.0017443888824312122
1599990.049999833,0.004023450971382912,0.0
1634729.8999999166,0.01609380388553165,0.0
1669880.550000012,0.021767522855969605,0.0
1704239.9749994576,0.014444845690134144,0.0005555709880820824
1739050.1249997318,0.018076100382545875,0.0006025366794181957
1773749.8749998212,0.010346314125592757,0.0005747952291995977
1808519.9749999046,0.01666712964246247,0.0011111419761641649
1843638.674999565,0.014387799146365047,0.0
1878029.8999996185,0.01724435247453504,0.0
1912827.549999714,0.014156459654064018,0.0012309964916577408
1947539.9749998152,0.01666712964246247,0.0
1982309.9499994516,0.02069203356711212,0.0005747787101975589
2017390.049999535,0.016040762408046617,0.0
2051820.0499996245,0.01277919768865323,0.0
2086606.0499998927,0.009954327204608072,0.0017566459772837776
2121330.024999976,0.016093341379921324,0.0
2156099.8749994338,0.012223919988887345,0.0005556327267676066
2191171.549999714,0.008796622097137769,0.0
2225609.9249998033,0.009196195074319518,0.0005747621921449699
2260379.874999881,0.011112654535352132,0.0011112654535352132
2292899.9499996305,0.00777864207135414,0.0
2295150.024999529,0.012070006034940992,0.0017242865764201419
2328332.0499999225,0.007215007215058928,0.0
2329890.0499996245,0.01551902517533409,0.0
2362410.150000006,0.00632329271093554,0.001149689583806462
2364906.649999708,0.02066590126291619,0.0
2397209.9499996603,0.005747456750368264,0.0017242370251104792
2397210.0499996543,0.004023682244058176,0.0
2399429.899999976,0.012071046732174528,0.0
2431419.3999997377,0.0,0.0
2434169.974999428,0.012070006034940992,0.0011495243842800946
2466689.974999815,0.008046208224360482,0.0005747291588828916
2468939.974999517,0.007222422845067072,0.0
2502148.0499994755,0.0047214353164026016,0.0047214353164026016
2503710.0749998093,0.012645495042391148,0.0
2536229.974999577,0.01781660392536964,0.0011494583177657832
2538540.5249998868,0.005773486865284268,0.0
2570969.9499996305,0.014369467754938973,0.0
2573219.99999997,0.01111172842932039,0.0005555864214660195
2605249.0249999166,0.014333835017742642,0.0
2607989.9499996006,0.00862217623726752,0.001724435247453504
2640510.025000006,0.007473197091214551,0.0005748613147088116
2642729.999999702,0.005173008391733724,0.001149557420385272
2642730.049999714,0.005747787101975589,0.0034486722611853536
2675915.9999994636,0.00490436488460406,0.0
2677499.9499997944,0.01055614200785437,0.0
2677500.0249997973,0.008334954018878404,0.0005556636012585603
2710019.974999547,0.012222561737805813,0.0016667129642462472
2712269.949999422,0.010920795493753618,0.0011495574203951179
2744921.499999821,0.010834236186261406,0.0013542795232826758
2747009.974999517,0.010345124859892049,0.0011494583177657832
2779038.5249999166,0.01453584407003634,0.0013214403700033035
2781779.9749996066,0.012222561737805813,0.0016667129642462472
2814299.974999994,0.010000833402733887,0.0011112037114148763
2816550.1749998927,0.010348098536876116,0.002874471815798921
2849680.9999996424,0.017377872175895773,0.0
2851289.9749999642,0.009770395701009156,0.0
2883809.9499997348,0.009770676475626048,0.0005747456750368264
2886029.924999416,0.010346314125592757,0.001724385687598793
2918724.999999821,0.008633714655693603,0.0007194762213078002
2920800.0499995053,0.0111123458162202,0.00055561729081101
2952825.4749999046,0.009864973179567913,0.0024662432948919784
2955569.9999997914,0.010345422150662874,0.0011494913500736529
2988090.024999559,0.010345719458520851,0.0
2990309.899999857,0.014945105477930367,0.001724435247453504
3023390.5249996185,0.017774905065591144,0.003231800921016572
3025080.0249999464,0.010556435258441325,0.0005556018557074381
3057570.024999723,0.011495904583991953,0.0028739761459979883
3059819.949999392,0.013334814979464241,0.00111123458162202
3092545.6249998063,0.009361610196913693,0.0
3094589.999999687,0.010920167825699701,0.0
3127109.9749994576,0.005747291588828916,0.0
3129329.9749997854,0.011494583177657832,0.0
3161849.949999541,0.008621185125552397,0.0005747456750368264
3164069.999999851,0.012070352914045356,0.000574778710192636
3197119.4249996096,0.016158648549394052,0.0
3198839.9249999374,0.012223240825664837,0.0
3231360.024999708,0.008334027835611572,0.0
3233609.9499995857,0.01609287890103114,0.0017242370251104792
3266325.549999982,0.008156606851585806,0.0014830194275610555
3268349.974999666,0.01494295813095518,0.0005747291588828916
3285749.974999815,0.01494467595918954,0.0
3300869.974999428,0.008046208224360482,0.0011494583177657832
3303089.9499997646,0.00804643945051557,0.0011494913500736529
3320490.0749998987,0.00747233797959477,0.0011495904583991954
3335609.92499952,0.005174346738741968,0.0005749274154157742
3337859.999999836,0.002222345685864078,0.001111172842932039
3355229.974999994,0.008046670689960662,0.0
3370895.8999995887,0.006512960791950749,0.0013025921583901497
3372629.8749994934,0.009772642349966084,0.0005748613147038873
3389999.8999994397,0.01277919768865323,0.00111123458162202
3405149.974999875,0.007471908497820615,0.0017242865764201419
3407369.92499958,0.0028738109607248496,0.0011495243842899398
3424770.07499972,0.010346314125592757,0.0011495904583991954
3440077.49999997,0.005128580848391407,0.0
3442110.0249996483,0.008046670689960662,0.0005747621921400473
3459510.0249997973,0.009770957266380803,0.0011495243842800946
3474629.924999416,0.009196195074319518,0.0
3476880.0249997377,0.0005556018557074381,0.0005556018557074381
3476880.0499997437,0.0,0.0
3509399.9999995083,0.00944496916492233,0.0005555864214660195
3511649.974999398,0.006896749906594698,0.0011494583177657832
3544650.0249997973,0.006411489388911556,0.0
3546389.9749994874,0.009770395701009156,0.0005747291588828916
3578909.974999875,0.009770395701009156,0.0005747291588828916
3581129.924999565,0.010345719458609457,0.0
3598529.924999699,0.006322384113594669,0.0
3613830.0499999523,0.006667555674103128,0.0
3615929.874999836,0.008622919720558309,0.0005748613147038873
3648449.9499996006,0.00804643945051557,0.0017242370251104792
3650670.0749999285,0.006898335776505739,0.0005748613147088116
3683189.974999696,0.009195666542126266,0.0011494583177657832
3685393.050000012,0.00703523480094919,0.0005862695667457658
3718382.0249997675,0.007178321469086344,0.0023927738230287814
3720179.9999994636,0.005000833472278499,0.0
3752699.974999845,0.010556435258441325,0.0011112037114148763
3754950.0249997526,0.0040235666043971835,0.0
3787547.8999994993,0.0107343562543209,0.0006314327208424059
3789689.999999821,0.0045979654002946116,0.0005747456750368264
3822209.949999571,0.008621680652963383,0.0005747787101975589
3824459.9499999136,0.00944496916492233,0.0016667592643980584
3857009.999999866,0.009196987986497464,0.001149623498312183
3859145.449999571,0.008912088611590095,0.0012731555159414421
3890039.8999996483,0.005000833472257796,0.0
3892048.9999999553,0.008757334267403277,0.0008757334267403277
3893969.8749996424,0.0028739761459979883,0.001724385687598793
3924779.9749997556,0.0041668402850015265,0.0
3926519.949999407,0.006667037057592234,0.0
3928460.9499999285,0.003565380158640475,0.0017826900793202374
3959101.52499938,0.00411776816950045,0.0
3961314.024999693,0.007093246638096645,0.0005911038865080538
3963510.075000018,0.005748282700523518,0.0
3994319.9749994874,0.008334375130162507,0.0
3996030.0749997795,0.005173157062796379,0.0
3998279.9999994636,0.007778209900524273,0.0005555864214660195
4029540.3499997556,0.008370535714494526,0.0
4030830.199999422,0.0034492670307559644,0.0
4032944.9499997497,0.006536374926440316,0.0006536374926440317
4063859.949999839,0.010000833402733887,0.0
4065569.9499995112,0.00632220242540509,0.0
4067819.974999815,0.008333564821231236,0.0011111419761641649
4098599.9749999344,0.005833576399002137,0.0
4100339.949999571,0.009446018780892287,0.0
